"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/04/13 3:19:03 pm CET","Tak","Tak","11-20","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Opioidach i/lub benzodiazepinach (silne leki uspokajające, przeciwpsychotyczne, nasenne, przeciwlękowe, przeciwdepresyjne, przeciwbólowe i przeciwkaszlowe)","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Doktorskie i wyżej","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/04/13 3:49:52 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Żadne z powyższych","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie prezerwatywy;seks z jednym, stałym partnerem","Kobieta","34-41","Wyższe magisterskie","Wieś","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/13 5:02:02 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Średnie","MIasto od 50 do 100 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/04/13 5:05:37 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny","Żadne z powyższych","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna","higiena osobista przed i po stosunku","Kobieta","42-49","Licencjat","Miasto od 250 do 500 tys.","Freelancer - wolny zawód","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/13 5:55:06 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny","Żadne z powyższych","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","34-41","Licencjat","MIasto od 50 do 100 tys.","Freelancer - wolny zawód","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/04/13 7:30:49 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/04/13 8:04:57 pm CET","Tak","Tak","51-100","Seks analny;Seks oralny;Masturbacja;Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks analny i/lub oralny","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/04/13 8:05:41 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja","Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","58-65","Wyższe magisterskie","Miasto pow. 1 mln","Emeryt/rencista","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie otwarte"
"2019/04/13 8:54:33 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej)","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W małżeństwie jednopłciowym","Tylko zamnknięte"
"2019/04/13 9:09:04 pm CET","Nie","","","","","","","","","","","","","","","","",""
"2019/04/13 9:24:21 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Licencjat","MIasto od 50 do 100 tys.","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie otwarte"
"2019/04/13 9:51:39 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ zawsze używam prezerwatywy","Nie, ponieważ zawsze używam prezerwatywy","Rodzice, rodzina, rodzeństwo;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","18-25","Średnie","Miasto od 250 do 500 tys.","Student","Heteroseksualna","W związku heteroseksualnym","Tylko zamnknięte"
"2019/04/13 10:05:15 pm CET","Nie","","","","","","","","","","","","","","","","",""
"2019/04/13 10:42:23 pm CET","Tak","Nie","2-5","Seks analny;Seks oralny;Masturbacja","Żadne z powyższych","Tak","Nie, ponieważ zawsze używam prezerwatywy","Nie, ponieważ zawsze używam prezerwatywy","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","18-25","Średnie","Miasto pow. 1 mln","Student","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/04/13 11:32:35 pm CET","Tak","Nie","2-5","Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Żadne z powyższych","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;seks nieprowadzący do ejakulacji","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 100 do 250 tys.","Freelancer - wolny zawód","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/13 11:55:53 pm CET","Tak","Nie","2-5","Seks waginalny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks nieprowadzący do ejakulacji;stosowanie środków antykoncepcyjnych","Mężczyzna","18-25","Podstawowe","Miasto do 50 tys.","Uczeń","Heteroseksualna","W związku heteroseksualnym","Tylko zamnknięte"
"2019/04/14 4:51:26 am CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Tak, robię to co najmniej raz do roku","Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;używanie prezerwatywy","Mężczyzna","18-25","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/04/14 6:46:30 am CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Fisting","Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie lubrykantów;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/04/14 7:22:53 am CET","Tak","Nie","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting","Alkoholu;Narkotykach;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B","Mężczyzna","34-41","Doktorskie i wyżej","Miasto od 500 tys. do 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/04/14 10:02:20 am CET","Tak","Tak","2-5","Seks analny;Seks oralny","Żadne z powyższych","Tak","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Nie, nie muszę tego robić, bo od ponad 5 lat mam stałego/-łą partnera/-kę","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/04/14 10:08:03 am CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;seks z jednym, stałym partnerem","Kobieta","34-41","Wyższe magisterskie","Miasto od 500 tys. do 1 mln","Bezrobotny","Biseksualna","W małżeństwie","Tylko zamnknięte"
"2019/04/14 10:34:39 am CET","Nie","","","","","","","","","","","","","","","","",""
"2019/04/14 10:49:49 am CET","Tak","Tak","pow. 100","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu;Narkotykach;Marihuanie;Poppersie","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Przeważnie otwarte"
"2019/04/14 11:09:30 am CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/04/14 11:14:01 am CET","Tak","Nie","51-100","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","18-25","Wyższe inżynierskie","Miasto od 500 tys. do 1 mln","Student","Homoseksualna","Singiel/-ka","Tylko otwarte"
