"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/04/17 9:08:19 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 9:11:05 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral","Álcool","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 9:48:10 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Usar lubrificante.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição);Ter relações apenas com um parceiro","Homem","Mestrado","26-33","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Homossexual","Solteiro","Fechadas"
"2019/04/17 10:00:47 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição);Ter relações apenas com um parceiro","Homem","Mestrado","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Homossexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/04/17 10:09:18 pm CET","Sim","Sim","2-5","Sexo vaginal","Nada","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Internet","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 10:13:01 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 10:25:44 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Nenhuma ","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 10:32:37 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Fisting","Álcool;Marijuana","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Bissexual","Numa relação homossexual","Fechadas"
"2019/04/17 10:36:24 pm CET","Sim","Não","2-5","Sexo vaginal;Sexo oral;Masturbação","Nenhuma","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 10:55:32 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Nada","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.","Mulher","Mestrado","26-33","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Heterossexual","Em união de facto com alguém do sexo oposto","Fechadas"
"2019/04/17 10:59:25 pm CET","Sim","Sim","11-20","Sexo vaginal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Drogas;Marijuana","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço, pelo menos, uma vez por ano.","Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Ensino profissional","18-25","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Heterossexual","solteira","Abertas"
"2019/04/17 11:15:54 pm CET","Sim","Sim","2-5","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Brinquedos sexuais","Álcool;Drogas","Sim","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Pornografia (filmes e revistas)","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Mulher","Secundária","18-25","Uma cidade com menos de 50.000 habitantes.","Empregado","Bissexual","Numa relação heterossexual","É complicado"
"2019/04/17 11:18:49 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Poppers","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Homem","Ensino profissional","26-33","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Solteiro","Fechadas"
"2019/04/17 11:22:05 pm CET","Sim","Não","Com um parceiro","Sexo vaginal;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Familia;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Heterossexual","Numa relação heterossexual","Fechadas"
"2019/04/17 11:36:35 pm CET","Sim","Sim","Com um parceiro","Sexo vaginal;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Drogas;Marijuana","Sim","Sim, fiz duas ou três vezes.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar desinfetante na pele e nas membranas mucosas.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Bissexual","Numa relação heterossexual","Fechadas"
"2019/04/18 12:08:20 am CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 12:27:29 am CET","Sim","Sim","Com um parceiro","Sexo vaginal;Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool;Marijuana","Sim","Não, todos os meus parceiros são saudáveis.","Não, todos os meus parceiros são saudáveis.","Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma aldeia.","Estudante universitário","Bissexual","Numa relação heterossexual","Fechadas"
"2019/04/18 1:11:23 am CET","Não","","","","","","","","","","","","","","","","",""
"2019/04/18 1:19:29 am CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Pornografia (filmes e revistas);Internet;Amogis e colegas","Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Secundária","42-49","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro","Maioritariamente abertas"
"2019/04/18 2:32:04 am CET","Sim","Não","2-5","Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Nada","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Familia;Livros e publicações científicas","Ter contactos sexuais conscientes.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Mulher","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Homossexual","Numa relação homossexual","Fechadas"
