"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/04/26 11:06:07 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation","Alcohol;Drugs;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Parents, family, siblings;Internet;Friends, collegues;Doctor, nurse, midwife","making conscious sexual contacts;regular STD’s check-ups;personal hygiene before and after intercourse;using a condom","Male","26-33","Secondary","City over 1 million","Employee","Homosexual","In a homosexal relationship","Only closed"
"2019/04/26 11:41:24 am CET","Yes","No","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting","Poppers","Yes","Yes, two or three times","Yes, two or three times","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","making conscious sexual contacts;observation and genital self-examination;using a condom","Male","50-57","Master's degree","City from 50 to 100 thousand","Employee","Homosexual","In a same-sex marriage","Only open"
"2019/04/26 11:50:10 am CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","Yes","Yes, two or three times","Yes, two or three times","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible infection;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom","Male","34-41","Bachelor","City from 250 to 500 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/04/26 12:02:11 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Doctor, nurse, midwife","using a condom","Male","50-57","Bachelor","City up to 50 thousand","Employer","Homosexual","In marriage","Mostly open"
"2019/04/26 12:18:31 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol;Drugs;Marijuana;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Parents, family, siblings;Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","42-49","Master's degree","City over 1 million","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/04/26 12:34:15 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting","Alcohol;Drugs;Marijuana;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet","making conscious sexual contacts;using lubricants;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","34-41","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/04/26 12:39:35 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications","using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner;use of contraceptives","Male","18-25","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Only closed"
"2019/04/26 1:30:08 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Friends, collegues;Doctor, nurse, midwife","personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","26-33","PHD and higher","City from 250 to 500 thousand","Employee","Homosexual","In a same-sex partnership","Mostly closed"
"2019/04/26 1:31:33 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner","Male","34-41","Bachelor","Village","Employee","Homosexual","Single","It's hard to say"
"2019/04/26 3:50:13 pm CET","Yes","No","11-20","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Alcohol;Drugs;Marijuana;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","26-33","Bachelor","City from 50 to 100 thousand","Employee","Homosexual","Single","It's hard to say"
"2019/04/26 4:36:42 pm CET","Yes","Yes","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues","use of treatment as prevention of HIV infection (TasP);using a condom;using PrEP (pre-exposure prophylaxis)","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","Single","Mostly open"
"2019/04/26 4:37:31 pm CET","Yes","Yes","With one permanent partner","Vaginal sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","None of them","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","School, studies, sex education;Pornography (movies, magazines);Internet;Books and scientific publications","Informing the sexual partner about the possible infection;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;conversation with a partner / spouse about possible risks;observation and genital self-examination;using a condom;use of contraceptives","Female","34-41","Master's degree","City over 1 million","Employee","Bisexual","In a partnership","Mostly closed"
"2019/04/26 5:26:38 pm CET","Yes","Yes","21-50","Anal sex;Rimming","Alcohol;Drugs;Marijuana","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it at least once a year","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;personal hygiene before and after intercourse;using a condom","Male","42-49","Vocational education","City from 50 to 100 thousand","Employee","Homosexual","In a same-sex marriage","Only open"
"2019/04/26 5:28:58 pm CET","Yes","Yes","With one permanent partner","Vaginal sex;Masturbation","Alcohol","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","Pornography (movies, magazines);Internet","making conscious sexual contacts;conversation with a partner / spouse about possible risks;sex with one regular partner;use of contraceptives","Male","34-41","Master's degree","City up to 50 thousand","Employer","Heterosexual","In marriage","Only closed"
"2019/04/26 5:29:57 pm CET","Yes","No","21-50","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","None of them","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Doctor, nurse, midwife","using a condom","Male","34-41","Bachelor","City over 1 million","Employee","Homosexual","Single","Only closed"
"2019/04/26 5:39:37 pm CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming","Alcohol;Poppers","Yes","Yes, two or three times","Yes, two or three times","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;observation and genital self-examination;using a condom;sex with one regular partner","Male","26-33","Vocational education","City from 250 to 500 thousand","Employee","Homosexual","In a homosexal relationship","Mostly closed"
